핸들,이름,계정유형,국가,팔로워,게시물수,최근30일게시수,최근12개중앙조회수,최고조회수,배수상위3개,평소좋아요율,주력카테고리,최근20개중광고수,공구·판매링크운영,배정적합(김·오·선),등급(S·A·B·제외),허수판정,허수사유,마지막정면채굴일시,마지막확인shortcode,재방문예정일,발굴경로(엔진·시드계정),이계정채택수,사람검토,사람메모
sspharm_apgujeong,생생온누리약국,국내 메디컬 인접 계정,한국,142,2,,,,,,약국·K-beauty·Skincare·건강기능식품,미확인,미확인,공용,B,실계정,,2026-08-07T01:39:36+09:00,DYepFwZkmUo,2026-08-21T01:39:36+09:00,E2 onnuripharmacy 팔로잉 목록·Instagram 직접 확인; E3 Instagram 직접 확인,0,,"서울 압구정 소재 약국의 K-beauty·Skincare·건강기능식품·Tax Free 공개 프로필을 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 원문 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 실패·부분 확인(2/12); 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 E3 직접 확인: 프로필 팔로워 142, 게시물 2, 팔로우 28, K-Beauty·Skincare·Supplements·Tax Free bio. 프로필 그리드 미디어는 노출되지 않았지만 기존 raw shortcode DYepFwZkmUo 직접 링크가 열림. 좋아요 11·댓글 없음·게시일 2026-05-18 확인. 조회수와 최근12 전체는 미확인. | 2026-08-07 E3 재확인: 공개 프로필 팔로워 142, 게시물 2, 팔로우 28 확인. 프로필에는 게시물·리포스트·태그됨 탭만 노출되고 reels 탭이 없어 최근12 전체를 확인하지 못함. 기존 shortcode DYepFwZkmUo 직접 링크만 확인했으며 조회수는 미노출."
dongdong_pharm,연산하나로약국,국내 약사 인플루언서,한국,528,127,0,,,,,약국·건강기능식품·동물약·명상·컬러테라피,미확인,미확인,공용,B,실계정,,2026-08-05T23:54:15.819Z,DK8eFHxSY6N,2026-09-05T08:54:15.819+09:00,E2 onnuripharmacy 팔로잉 목록·Instagram 직접 확인,0,,"연산하나로약국과 약사 소개 및 건강기능식품·동물약·명상·컬러테라피 공개 프로필을 직접 확인해 국내 약사 인플루언서로 분류했으며 콘텐츠 원문 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 11/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 11건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 11/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 11건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 1/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 1건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yu._.yak,유약💊_병원약사 인스타툰,국내 약사 인플루언서,한국,1.3만,178,,6521,286000,43.86x(DaWrI69OspU);42.78x(DUsTjazExJO);4.45x(DShvVsREyuf),,약국·의료현장·생활습관,,예,공용,,,,2026-08-07T05:45:00+09:00,DIzmDd_Ttws,,E1·Instagram 검색 약사일상,0,검토,"Instagram 공개 프로필 직접 확인: 표시명 유약💊_병원약사 인스타툰, 팔로워 1.3만, 게시물 178, 팔로우 1112. bio에 병원약사 인스타툰 연재와 약사 정체성이 명시됨. 릴스 탭에서 최근12 조회수 286000·3257·7428·5614·279000·5456·14000·8298·29000·5558·5007·2627을 확인해 중앙값 6521·최고조회수 286000·상위3 배수를 계산했다. linktr.ee와 마플샵·아이디어스 입점 하이라이트가 보여 공구·판매링크운영은 예로 기록. 최근30일 게시수·평소좋아요율·최근20개 광고수는 직접 근거가 없어 공란 유지."
tony71004,약사툰,국내 약사 인플루언서,한국,5002,144,,,,,,약국·의료현장,,,,,실계정,,2026-08-09T04:41:38+09:00,CRK7aMeH8oq,,E1 약사툰 검색 · Instagram 직접 확인,0,,"약사툰 검색 프로필 직접 확인: 약국·약사 10년차, 일상을 만화로 담는 약사. 프로필 지표=게시물 144·팔로워 5002·팔로우 3480. recent12/reels 조회수는 다음 read-only 배치에서 확인 예정. | 2026-08-07T06:18:44+09:00 reels 재확인: 공개 reels 6개 노출. 조회수 5579·1535·1840·1540·1519, 1개 조회수 미노출. recent12 전체·중앙값·최고조회수는 미확인 유지. | 2026-08-07T13:37:04+09:00 E1 로그인 세션 프로필 재확인: 팔로워 5002·게시물 144 확인, 프로필 릴스 탭 미노출; 기존 직접 릴스 근거와 recent12 공란 유지. | 2026-08-08T01:24:23+09:00 E1 공개 프로필 재확인: 팔로워 5001·팔로우 3480·공개 게시물 링크 12개 확인; 로그인 대화상자로 콘텐츠 상세는 미확인 유지. | 2026-08-09T04:41:38+09:00 로그인 read-only 재확인: 프로필 게시물 144·팔로워 5002·팔로우 3480·약국/의료현장·약사툰·상담차트 확인; /reels/ 릴스 6개 조회수 5579·1535·1840·1540·1519·15926 확인, 기존 미노출 BmSKSVmhuH4 조회수 15926 노출; 스크롤 후 추가 릴스 미노출로 recent12 중앙값·최고조회수 공란 유지; contents.csv 해당 shortcode 행은 없어 신규 행을 만들지 않음"
jjing_yaksa,약사 크리에이터 찡순 <찡약사 툰>,국내 약사 인플루언서,한국,1119,43,,,,,,약국·의료현장·생활습관,,,,,실계정,,2026-08-09T04:51:05+09:00,CMtyYjPntVd,,E1 약사툰 검색 · Instagram 직접 확인,0,,"약사툰 검색 프로필 직접 확인: 약사 크리에이터·연애툰 같은 약툰. 프로필 지표=게시물 43·팔로워 1119·팔로우 376. recent12/reels 조회수는 다음 read-only 배치에서 확인 예정. | 2026-08-07T06:23:15+09:00 reels 재확인: 공개 reels 3개 노출. 조회수 1180·1969·845. recent12 전체·중앙값·최고조회수는 미확인 유지. | 2026-08-07T13:37:04+09:00 E1 로그인 세션 프로필 재확인: 팔로워 1119·게시물 43 확인, 릴스 탭 노출; 탭 콘텐츠 로딩 중으로 recent12 공란 유지. | 2026-08-09T04:51:05+09:00 로그인 read-only 재확인: 프로필 게시물 43·팔로워 1119·팔로우 376·디지털 크리에이터·약사 크리에이터 찡순·찡약사 툰·하이라이트 6개 확인; /reels/ 릴스 3개 조회수 1181·1970·845, 스크롤 후 추가 릴스 미노출로 recent12 중앙값·최고조회수 공란 유지; 관측 shortcode 3개는 known ledger이고 contents.csv 행은 없어 신규 행을 만들지 않음"
anyaksa3,안편한약국| 약사툰,국내 약사 인플루언서,한국,332,71,,,,,,약국·의료현장·생활습관,,,,,실계정,,2026-08-07T06:26:04+09:00,,,E1 약사툰 검색 · Instagram 직접 확인,0,,약사툰 검색 프로필 직접 확인: 안편한 약국 이야기·약국약사 일상툰. 프로필 지표=게시물 71·팔로워 332·팔로우 72. recent12/reels 조회수는 다음 read-only 배치에서 확인 예정. | 2026-08-07T06:26:04+09:00 프로필 재확인: 공개 프로필에서 게시물·태그됨 탭만 노출되고 reels 탭은 노출되지 않음. recent12·조회수는 미확인 유지.
molti_yaksatoon,몰티약사 | 약사툰 | 컷툰,국내 약사 인플루언서,한국,40,11,,,,,,약물안전·복약,,,,,실계정,,2026-08-07T06:29:26+09:00,,,E1 약사툰 검색 · Instagram 직접 확인,0,,"약사툰 검색 프로필 직접 확인: 약 정보 컷툰, 건기식·OTC·ETC·동물약·더마코스메틱 주제. 프로필 지표=게시물 11·팔로워 40·팔로우 29. recent12/reels 조회수는 다음 read-only 배치에서 확인 예정. | 2026-08-07T06:29:26+09:00 프로필 재확인: 공개 프로필에서 게시물·태그됨 탭만 노출되고 reels 탭은 노출되지 않음. recent12·조회수는 미확인 유지."
cheoeum_yaksa__toon,처음약사🐥_약사툰/일상툰,국내 약사 인플루언서,한국,0,1,,,,,,약국·의료현장·생활습관,,,,,실계정,,2026-08-07T06:43:16+09:00,,,E1 약사툰 검색 · Instagram 직접 확인,0,,약사툰 검색 프로필 및 /reels/ 경로 재확인: /reels/ 요청이 프로필 게시물 화면으로 리디렉션되고 릴스 탭은 노출되지 않음. 프로필 지표=게시물 1·팔로워 0·팔로우 0. 소아과 아래 약국 근무 약사의 일상툰 소개 확인. recent12 조회수는 근거 부족으로 공란 유지.
sunny_yaksa,써니약사,국내 약사 인플루언서,한국,7.7만,134,,,,,,가족건강·알레르기·피부건강,,,,B,,,2026-08-08T10:56:55+09:00,C6tBAUwOZlK,2026-08-15T10:56:55+09:00,E1 Instagram 프로필 직접 확인,0,,직접 게시물에서 sunny_yaksa·써니약사·약사 엄마·피부과 의사 아빠 표현을 확인; 2026-08-08 로그인 read-only 프로필에서 게시물 134·팔로워 7.7만 확인; 최근30일 게시수·최근12 지표는 공란 유지
pharmy.official,파미,국내 메디컬 인접 계정,한국,909,90,,,,,,약국·약사상담 플랫폼·탈모약·건강정보,,,,B,실계정,,2026-08-08T10:56:55+09:00,C84MvUOuSsc,2026-08-22T10:56:55+09:00,E1 Instagram 프로필 직접 확인,0,,pharmy.official 공식 계정에서 파미·PharMy 앱과 약국 상담·의약품 관련 콘텐츠를 확인; 2026-08-08 로그인 read-only 프로필에서 게시물 90·팔로워 909 확인; 최근12 지표는 공란 유지
yaksa_mommy,약사마미 | 약사 이선자,국내 약사 인플루언서,한국,1.8만,35,,,,,,약물안전·복약·여성건강·임신·약국상담,,있음,오약·선영·공용,B,실계정,,2026-08-09 23:08:33+09:00,DZM6VWtS94M,2026-09-08 23:08:33+09:00,E1 Instagram 로그인 태그·키워드 검색,1,,인증 프로필에서 중앙대 약대·40년 약사·팔로워 1.8만·게시물 35건·팔로우 80을 확인함. 최근12 지표는 미확인. 프리미엄 질유산균 하이라이트로 상업 맥락을 보존하되 게시물 광고 판정은 불명으로 둠.
eve_skinpharm,이브 약사 | 양지수,국내 약사 인플루언서,한국,8247,,,,,,,피부·뷰티,,,오약·선영·공용,B,실계정,,2026-08-09T23:25:00+09:00,DbTL402vfuF,2026-09-08T23:25:00+09:00,E1 Instagram 로그인 태그·키워드 검색,1,,"인증 프로필에서 이브 약사·양지수, 팔로워 8247·팔로우 266, 성분 분석·피부관리·K-Beauty·약사 피부상식·전 제약회사 임상팀 bio를 확인함. 게시물 수와 recent12 지표는 미확인."
ode.doctor,오드의원,국내 메디컬 인접 계정,한국,2.6만,,,,,,,피부·뷰티,,,공용,B,실계정,,2026-08-09T23:25:00+09:00,DZmZ9ZwpFn6,2026-09-08T23:25:00+09:00,E1 Instagram 로그인 태그·키워드 검색,1,,프로필에서 팔로워 2.6만·팔로우 0과 오드의원(서울 강남구 강남대로 340 8층)·피부과 원장 bio를 확인함. 게시물 수와 recent12 지표는 미확인. 서비스 계정 맥락을 보존하고 게시물 광고 판정은 불명으로 둠.
sonyaksa_lab,손약사의 건강연구소 I 약사 손민수,국내 약사 인플루언서,한국,2.5만,117,,,,,,건강·뷰티,,있음,오약·선영·공용,B,실계정,,2026-08-09T23:54:14+09:00,DZFPdkrTd9S,2026-09-08T23:54:14+09:00,E1 Instagram 로그인 검색 약사 탈모,0,,인증 프로필에서 게시물 117·팔로워 2.5만·팔로우 375·약사 건강연구소·만성염증·혈당관리 전문 bio를 확인함. 상담 DM과 링크가 있어 상업 맥락을 보존함. 최근12 지표는 미확인.
yak_secret,약사비책 | 약사 고신형,국내 약사 인플루언서,한국,13만,1205,,,,,,건강·뷰티,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-09T23:54:14+09:00,DZ7liYjxEDH,2026-09-08T23:54:14+09:00,E1 Instagram 로그인 검색 약사 탈모,0,,인증 프로필에서 게시물 1205·팔로워 13만·팔로우 388·건강·뷰티·혈당·염증·뱃살 bio를 확인함. 공동구매와 챌린지 운영을 명시해 게시물 광고 판정은 불명으로 유지함. 최근12 지표는 미확인.
myyaksa,장세경 마이약사 | 건강·피부·일상,국내 약사 인플루언서,한국,2.8만,115,,,,,0.0064,건강·뷰티,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:12:31+09:00,DZFviGYp9LC,2026-09-10T00:12:31+09:00,E1 Instagram 로그인 검색 약사 수면,0,,인증 프로필에서 게시물 115·팔로워 2.8만·팔로우 126·대학병원 약국·임상약학 대학원생 bio를 확인함. 영양제 상담 DM·카카오톡과 링크가 있어 상업 맥락을 보존함. 최근12 지표는 미확인.
shine_yaksa,샤인약사ㅣ염증 관리 전문 약사ㅣ김혜란,국내 약사 인플루언서,한국,11.1만,502,,,,,,건강·뷰티,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:12:31+09:00,DaNaUXpgn5p,2026-09-10T00:12:31+09:00,E1 Instagram 로그인 검색 약사 수면,0,,인증 프로필에서 게시물 502·팔로워 11.1만·팔로우 200·염증 관리 전문·핵심 영양제·카톡 상담 bio를 확인함. 7월·8월 마켓 하이라이트와 링크가 있어 계정 상업 맥락을 보존함. 해당 게시물은 No 광고·No 마진 표기를 확인함.
yak.filter,필터약사 신동호ㅣ딸에게 꼭 알려주고싶은 여성건강 tmi,국내 약사 인플루언서,한국,4.3만,162,,,,,,여성건강·소아건강,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:21:02+09:00,DaXo2PDyJjS,2026-09-10T00:21:02+09:00,E1 Instagram 로그인 검색 약사 비타민,0,검토,인증 프로필에서 게시물 162·팔로워 4.3만·팔로우 168·12년차 약사·임신·육아·1:1 맞춤상담과 링크를 확인함. 최근 게시물 DaXo2PDyJjS 직접 확인.
dubu_yaksa,두부약사,국내 약사 인플루언서,한국,8402,,,,,,,영양제·자기관리,,없음,오약·선영·공용,B,실계정,,2026-08-10T00:21:02+09:00,DZkNvHhPkqG,2026-09-10T00:21:02+09:00,E1 Instagram 로그인 검색 약사 비타민,0,검토,인증 프로필에서 팔로워 8402·팔로우 106·근거기반 건강정보 bio를 확인함. 최근 게시물 DZkNvHhPkqG 본문에 공구·광고 없음 취지 표기를 확인함.
jessi_yaksa,제씨약사 | 뷰티·웰니스·건강 | 제선영,국내 약사 인플루언서,한국,7261,42,,,,,0.028902,약물안전·복약,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:45:52+09:00,DZ9_P79vyP_,2026-09-10T00:45:52+09:00,E1 Instagram 로그인 검색 약사 소화,0,검토,인증 프로필에서 게시물 42·팔로워 7261·팔로우 112·제씨약사·현직 약사·피부·영양·회복 루틴·맞춤형 건강기능식품 관리사 bio와 이메일을 확인함. 최근 게시물 DZ9_P79vyP_ 직접 확인.
aneun_yak,아는약사 | 건강하고 안전한 육아,국내 약사 인플루언서,한국,4092,94,,,,,,소아·약물안전,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:45:52+09:00,DZMr2d1Syj3,2026-09-10T00:45:52+09:00,E1 Instagram 로그인 검색 약사 소화,0,검토,프로필에서 게시물 94·팔로워 4092·팔로우 98·아는약사·건강하고 안전한 육아·아기 제품 성분분석·DM 상담·카카오 링크를 확인함. 최근 게시물 DZMr2d1Syj3 직접 확인.
yeogi_yaksa,여기약사 박현지 | 여성건강·임신준비·노산·난임,국내 약사 인플루언서,한국,7499,122,,,,,,약물안전·여름건강,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:58:30+09:00,DbxKZByRD94,2026-09-10T00:58:30+09:00,E1 Instagram 로그인 검색 약국 면역력,0,검토,인증 프로필에서 게시물 122·팔로워 7499·팔로우 297·여성건강·임신준비 약사·링크를 확인함. 최근 게시물 DbxKZByRD94 직접 확인.
woori_yaksa,빼자언니 💗 우리약사 | 배혜정,국내 약사 인플루언서,한국,6.3만,471,,,,,,피로·수분·약물안전,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:58:30+09:00,DbP8kPMyL1L,2026-09-10T00:58:30+09:00,E1 Instagram 로그인 검색 약국 면역력,0,검토,인증 프로필에서 게시물 471·팔로워 6.3만·팔로우 867·약사 웰니스 루틴·YDY 멀티비타민·테라큐민 오픈·링크를 확인함. 최근 게시물 DbP8kPMyL1L 직접 확인.
woojoobe.yak,우주비 | 약사엄마·건강 육아,국내 약사 인플루언서,한국,2.1만,263,,,,,,육아·여름 약물안전,,있음,오약·선영·공용,B,실계정,,2026-08-10T00:58:30+09:00,DalqU2kSMFO,2026-09-10T00:58:30+09:00,E1 Instagram 로그인 검색 약국 면역력,0,검토,인증 프로필에서 게시물 263·팔로워 2.1만·팔로우 337·서울대 약학과 약사엄마·키즈·맘 건강정보·면역부스터 오픈·링크를 확인함. 최근 게시물 DalqU2kSMFO 직접 확인.
eunha__yak,은하약사 | 손혜림,국내 약사 인플루언서,한국,11.3만,494,,,,,0.06753,여성건강·빈혈,,있음,오약·선영·공용,B,실계정,,2026-08-10T01:08:00+09:00,DbIbNn0sJ2Q,2026-09-10T01:08:00+09:00,E1 Instagram 로그인 검색 약사 철분,0,검토,인증 프로필에서 게시물 494·팔로워 11.3만·팔로우 512·은하약사·약사엄마·아이 건강·여성건강·카카오 상담·링크를 확인함. 최근 게시물 DbIbNn0sJ2Q 직접 확인.
